Date,Action,Ticker,Shares,Price,Value,Slippage,Trigger,Module,Regime,PDS_Status,Beta
2025-01-30,SELL_CALL,TSLA,,,121910.41,,Gain=66%,PERM,RISK_ON,NORMAL,
2025-01-30,SELL_CALL,AMD,,,79521.76,,CDF=0.80,PERM,RISK_ON,NORMAL,
2025-01-30,SELL_CALL,PLTR,,,117997.9,,Gain=213%,PERM,RISK_ON,NORMAL,
2025-01-30,SELL_CALL,ALAB,,,47352.11,,Gain=89%,PERM,RISK_ON,NORMAL,
2025-01-30,SELL_CALL,ANET,,,99615.95,,Gain=39%,PERM,RISK_ON,NORMAL,
2025-01-30,SELL_CALL,AVGO,,,122431.37,,Gain=54%,PERM,RISK_ON,NORMAL,
2025-01-30,SELL_CALL,MRVL,,,88525.91,,Gain=64%,PERM,RISK_ON,NORMAL,
2025-01-30,SELL_CALL,VRT,,,58831.47,,Gain=71%,PERM,RISK_ON,NORMAL,
2025-02-18,CDF_RESET,MU,,,0.0,,Outperformed QQQ by ≥5pp over 15d (THB §7.1),CDF,RISK_ON,NORMAL,
2025-02-24,SELL,VRT,62599.8941,90.87,5688379.48,5688.38,KILL_CHAIN beta=6.43,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,6.43
2025-02-24,SELL,MRVL,115630.8082,97.54,11278075.12,11278.08,KILL_CHAIN beta=6.42,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,6.42
2025-02-24,SELL,PLTR,273779.9159,90.68,24826362.86,24826.36,KILL_CHAIN beta=6.03,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,6.03
2025-02-24,SELL,AVGO,95160.2548,205.64,19568425.12,19568.43,KILL_CHAIN beta=5.94,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,5.94
2025-02-24,SELL,ARM,103993.4242,140.53,14614195.78,14614.2,KILL_CHAIN beta=5.11,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,5.11
2025-02-24,SELL,MU,246416.7874,95.06,23423986.29,23423.99,KILL_CHAIN beta=5.10,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,5.1
2025-02-24,SELL,ANET,126903.2306,92.69,11762660.75,11762.66,KILL_CHAIN beta=4.91,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,4.91
2025-02-24,SELL,TSLA,47400.6808,330.53,15667346.96,15667.35,KILL_CHAIN beta=4.53,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,4.53
2025-02-24,SELL,NVDA,215607.484,130.24,28080144.16,28080.14,KILL_CHAIN beta=4.38,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,4.38
2025-02-24,SELL,ETN,32789.4902,285.27,9354015.62,9354.02,KILL_CHAIN beta=3.05,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,3.05
2025-02-24,SELL,AMD,154176.8832,108.11,16668062.94,16668.06,KILL_CHAIN beta=3.03,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,3.03
2025-02-24,SELL,BTC,1727.125714,91418.17,157890675.37,157890.68,EDR/PDS crypto kill-chain target=2.0% delev=0.21 micro=0.03 pds=DELEVERAGE_1,CRYPTO_KILL_CHAIN,RISK_ON,DELEVERAGE_1,
2025-02-26,CDF_RESET,MU,,,0.0,,Outperformed QQQ by ≥5pp over 15d (THB §7.1),CDF,RISK_ON,DELEVERAGE_1,
2025-03-05,CDF_RESET,MU,,,0.0,,Outperformed QQQ by ≥5pp over 15d (THB §7.1),CDF,WATCH,DELEVERAGE_1,
2025-03-07,CDF_RESET,MU,,,0.0,,Outperformed QQQ by ≥5pp over 15d (THB §7.1),CDF,WATCH,DELEVERAGE_1,
2025-03-10,SELL,ALAB,122373.2406,61.7,7550429.04,11325.64,KILL_CHAIN beta=6.11,PDS_KILL_CHAIN,WATCH,DELEVERAGE_2,6.11
2025-03-10,SELL,VRT,94035.2719,77.89,7324447.45,10986.67,KILL_CHAIN beta=5.93,PDS_KILL_CHAIN,WATCH,DELEVERAGE_2,5.93
2025-03-10,SELL,PLTR,125568.2748,76.38,9590904.49,14386.36,KILL_CHAIN beta=5.69,PDS_KILL_CHAIN,WATCH,DELEVERAGE_2,5.69
2025-03-10,SELL,AVGO,76831.3893,182.42,14015237.22,21022.86,KILL_CHAIN beta=5.58,PDS_KILL_CHAIN,WATCH,DELEVERAGE_2,5.58
2025-03-10,SELL,MRVL,79856.471,65.42,5224099.3,7836.15,KILL_CHAIN beta=5.50,PDS_KILL_CHAIN,WATCH,DELEVERAGE_2,5.5
2025-03-10,SELL,ARM,58272.6138,116.38,6781766.64,10172.65,KILL_CHAIN beta=4.77,PDS_KILL_CHAIN,WATCH,DELEVERAGE_2,4.77
2025-03-10,SELL,MU,131194.5432,86.76,11382320.74,17073.48,KILL_CHAIN beta=4.66,PDS_KILL_CHAIN,WATCH,DELEVERAGE_2,4.66
2025-03-10,SELL,ANET,121841.7026,77.56,9450042.15,14175.06,KILL_CHAIN beta=4.55,PDS_KILL_CHAIN,WATCH,DELEVERAGE_2,4.55
2025-03-10,SELL,NVDA,139928.4632,106.94,14964643.05,22446.96,KILL_CHAIN beta=4.25,PDS_KILL_CHAIN,WATCH,DELEVERAGE_2,4.25
2025-03-10,SELL,TSLA,30922.055,222.15,6869334.33,10304.0,KILL_CHAIN beta=4.12,PDS_KILL_CHAIN,WATCH,DELEVERAGE_2,4.12
2025-03-10,SELL,ETN,33807.495,274.23,9270987.42,13906.48,KILL_CHAIN beta=2.89,PDS_KILL_CHAIN,WATCH,DELEVERAGE_2,2.89
2025-03-10,SELL,AMD,67692.0703,96.63,6541084.56,9811.63,KILL_CHAIN beta=2.63,PDS_KILL_CHAIN,WATCH,DELEVERAGE_2,2.63
2025-03-12,CDF_RESET,ETN,,,0.0,,Outperformed QQQ by ≥5pp over 15d (THB §7.1),CDF,WATCH,DELEVERAGE_1,
2025-03-12,BUY,ALAB,115408.021,68.82,7942379.97,11913.57,PDS→DELEVERAGE_1,ARES,WATCH,DELEVERAGE_1,5.9
2025-03-12,BUY,VRT,95329.0897,85.24,8125681.21,12188.52,PDS→DELEVERAGE_1,ARES,WATCH,DELEVERAGE_1,5.73
2025-03-12,BUY,PLTR,132097.0702,83.65,11049920.12,16574.88,PDS→DELEVERAGE_1,ARES,WATCH,DELEVERAGE_1,5.54
2025-03-12,BUY,MRVL,164170.5173,69.58,11423414.51,17135.12,PDS→DELEVERAGE_1,ARES,WATCH,DELEVERAGE_1,5.25
2025-03-12,BUY,AVGO,78530.9783,192.09,15084830.79,22627.25,PDS→DELEVERAGE_1,ARES,WATCH,DELEVERAGE_1,5.24
2025-03-12,BUY,ARM,81826.5792,112.7,9221855.22,13832.78,PDS→DELEVERAGE_1,ARES,WATCH,DELEVERAGE_1,4.59
2025-03-12,BUY,MU,115576.293,95.29,11012982.01,16519.47,PDS→DELEVERAGE_1,ARES,WATCH,DELEVERAGE_1,4.42
2025-03-12,BUY,ANET,146623.8959,80.25,11766567.65,17649.85,PDS→DELEVERAGE_1,ARES,WATCH,DELEVERAGE_1,4.38
2025-03-12,BUY,TSLA,56828.4759,248.09,14098576.37,21147.86,PDS→DELEVERAGE_1,ARES,WATCH,DELEVERAGE_1,4.26
2025-03-12,BUY,NVDA,160091.557,115.71,18524631.18,27786.95,PDS→DELEVERAGE_1,ARES,WATCH,DELEVERAGE_1,4.04
2025-03-12,BUY,ETN,29444.6948,288.48,8494294.83,12741.44,PDS→DELEVERAGE_1,ARES,WATCH,DELEVERAGE_1,2.75
2025-03-12,BUY,AMD,69455.9611,100.79,7000466.39,10500.7,PDS→DELEVERAGE_1,ARES,WATCH,DELEVERAGE_1,2.49
2025-03-13,SELL,ALAB,122353.6005,65.32,7992137.15,11988.21,KILL_CHAIN beta=5.92,PDS_KILL_CHAIN,WATCH,DELEVERAGE_2,5.92
2025-03-13,SELL,VRT,101460.6043,82.95,8416361.18,12624.54,KILL_CHAIN beta=5.73,PDS_KILL_CHAIN,WATCH,DELEVERAGE_2,5.73
2025-03-13,SELL,PLTR,137435.0341,79.62,10942577.79,16413.87,KILL_CHAIN beta=5.59,PDS_KILL_CHAIN,WATCH,DELEVERAGE_2,5.59
2025-03-13,SELL,MRVL,171176.7212,68.5,11725056.89,17587.59,KILL_CHAIN beta=5.26,PDS_KILL_CHAIN,WATCH,DELEVERAGE_2,5.26
2025-03-13,SELL,AVGO,81058.9813,189.25,15340355.32,23010.53,KILL_CHAIN beta=5.23,PDS_KILL_CHAIN,WATCH,DELEVERAGE_2,5.23
2025-03-13,SELL,ARM,78428.8409,112.05,8787951.87,13181.93,KILL_CHAIN beta=4.55,PDS_KILL_CHAIN,WATCH,DELEVERAGE_2,4.55
2025-03-13,SELL,MU,125981.045,94.53,11909032.24,17863.55,KILL_CHAIN beta=4.49,PDS_KILL_CHAIN,WATCH,DELEVERAGE_2,4.49
2025-03-13,SELL,TSLA,61770.061,240.68,14866817.84,22300.23,KILL_CHAIN beta=4.39,PDS_KILL_CHAIN,WATCH,DELEVERAGE_2,4.39
2025-03-13,SELL,ANET,150574.02,80.14,12067001.87,18100.5,KILL_CHAIN beta=4.37,PDS_KILL_CHAIN,WATCH,DELEVERAGE_2,4.37
2025-03-13,SELL,NVDA,172622.6897,115.55,19947030.39,29920.55,KILL_CHAIN beta=4.12,PDS_KILL_CHAIN,WATCH,DELEVERAGE_2,4.12
2025-03-13,SELL,ETN,29922.8374,280.24,8385713.55,12578.57,KILL_CHAIN beta=2.79,PDS_KILL_CHAIN,WATCH,DELEVERAGE_2,2.79
2025-03-13,SELL,AMD,70091.6994,98.11,6876696.67,10315.05,KILL_CHAIN beta=2.55,PDS_KILL_CHAIN,WATCH,DELEVERAGE_2,2.55
2025-03-14,CDF_RESET,MU,,,0.0,,Outperformed QQQ by ≥5pp over 15d (THB §7.1),CDF,RISK_ON,DELEVERAGE_1,
2025-03-14,BUY,ALAB,110764.8265,72.18,7995005.21,7995.01,Regime→RISK_ON,ARES,RISK_ON,DELEVERAGE_1,5.76
2025-03-14,BUY,VRT,96848.2927,87.3,8455317.32,8455.32,Regime→RISK_ON,ARES,RISK_ON,DELEVERAGE_1,5.67
2025-03-14,BUY,PLTR,129208.3266,86.24,11142925.81,11142.93,Regime→RISK_ON,ARES,RISK_ON,DELEVERAGE_1,5.55
2025-03-14,BUY,MRVL,177253.1085,68.48,12137736.3,12137.74,Regime→RISK_ON,ARES,RISK_ON,DELEVERAGE_1,4.99
2025-03-14,BUY,ARM,71684.8006,117.94,8454505.55,8454.51,Regime→RISK_ON,ARES,RISK_ON,DELEVERAGE_1,4.48
2025-03-14,BUY,MU,113441.056,100.42,11391588.79,11391.59,Regime→RISK_ON,ARES,RISK_ON,DELEVERAGE_1,4.4
2025-03-14,BUY,TSLA,60993.2402,249.98,15247089.93,15247.09,Regime→RISK_ON,ARES,RISK_ON,DELEVERAGE_1,4.3
2025-03-14,BUY,ANET,139299.299,83.51,11632884.76,11632.88,Regime→RISK_ON,ARES,RISK_ON,DELEVERAGE_1,4.26
2025-03-14,BUY,AVGO,80196.5609,193.38,15508667.09,15508.67,Regime→RISK_ON,ARES,RISK_ON,DELEVERAGE_1,4.1
2025-03-14,BUY,NVDA,156362.7622,121.64,19020175.07,19020.18,Regime→RISK_ON,ARES,RISK_ON,DELEVERAGE_1,4.06
2025-03-14,BUY,ETN,29682.6748,290.03,8608981.19,8608.98,Regime→RISK_ON,ARES,RISK_ON,DELEVERAGE_1,2.77
2025-03-14,BUY,AMD,70040.7907,100.97,7072018.72,7072.02,Regime→RISK_ON,ARES,RISK_ON,DELEVERAGE_1,2.52
2025-03-14,SELL_CALL,AMD,,,40301.12,,CDF=0.60,PERM,RISK_ON,DELEVERAGE_1,
2025-03-18,CDF_RESET,AMD,,,0.0,,Outperformed QQQ by ≥5pp over 15d (THB §7.1),CDF,RISK_ON,DELEVERAGE_2,
2025-03-18,SELL,ALAB,121935.9125,68.89,8400164.94,8400.16,KILL_CHAIN beta=5.70,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_2,5.7
2025-03-18,SELL,VRT,102290.2253,84.56,8649198.42,8649.2,KILL_CHAIN beta=5.47,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_2,5.47
2025-03-18,SELL,PLTR,141549.0789,83.89,11874552.14,11874.55,KILL_CHAIN beta=5.41,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_2,5.41
2025-03-18,SELL,MRVL,181848.9204,68.02,12369111.84,12369.11,KILL_CHAIN beta=4.63,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_2,4.63
2025-03-18,SELL,ARM,79122.4871,119.72,9472544.25,9472.54,KILL_CHAIN beta=4.34,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_2,4.34
2025-03-18,SELL,MU,125828.2485,101.35,12752082.24,12752.08,KILL_CHAIN beta=4.24,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_2,4.24
2025-03-18,SELL,ANET,150831.9855,83.99,12668378.14,12668.38,KILL_CHAIN beta=4.09,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_2,4.09
2025-03-18,SELL,TSLA,58873.9833,225.31,13264897.04,13264.9,KILL_CHAIN beta=4.06,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_2,4.06
2025-03-18,SELL,NVDA,161811.1795,115.4,18673464.67,18673.46,KILL_CHAIN beta=3.95,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_2,3.95
2025-03-18,SELL,AVGO,81794.1708,186.59,15261889.16,15261.89,KILL_CHAIN beta=3.66,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_2,3.66
2025-03-18,SELL,ETN,31442.0101,287.1,9027004.17,9027.0,KILL_CHAIN beta=2.69,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_2,2.69
2025-03-19,BUY,ALAB,124093.1587,68.89,8548777.63,8548.78,PDS→DELEVERAGE_1,ARES,RISK_ON,DELEVERAGE_1,6.06
2025-03-19,BUY,VRT,90923.2683,89.06,8097618.43,8097.62,PDS→DELEVERAGE_1,ARES,RISK_ON,DELEVERAGE_1,5.8
2025-03-19,BUY,PLTR,131616.2997,86.1,11332163.21,11332.16,PDS→DELEVERAGE_1,ARES,RISK_ON,DELEVERAGE_1,5.74
2025-03-19,BUY,MRVL,163604.9012,69.54,11377536.83,11377.54,PDS→DELEVERAGE_1,ARES,RISK_ON,DELEVERAGE_1,4.88
2025-03-19,BUY,ARM,73588.4681,117.91,8676816.54,8676.82,PDS→DELEVERAGE_1,ARES,RISK_ON,DELEVERAGE_1,4.58
2025-03-19,BUY,MU,114052.5283,101.68,11597305.76,11597.31,PDS→DELEVERAGE_1,ARES,RISK_ON,DELEVERAGE_1,4.48
2025-03-19,BUY,ANET,137133.63,84.42,11576820.8,11576.82,PDS→DELEVERAGE_1,ARES,RISK_ON,DELEVERAGE_1,4.32
2025-03-19,BUY,TSLA,61446.7954,235.86,14492841.2,14492.84,PDS→DELEVERAGE_1,ARES,RISK_ON,DELEVERAGE_1,4.24
2025-03-19,BUY,NVDA,160774.213,117.49,18889733.6,18889.73,PDS→DELEVERAGE_1,ARES,RISK_ON,DELEVERAGE_1,4.22
2025-03-19,BUY,AVGO,75730.2341,193.41,14647202.1,14647.2,PDS→DELEVERAGE_1,ARES,RISK_ON,DELEVERAGE_1,3.8
2025-03-19,BUY,ETN,28987.4773,290.97,8434553.53,8434.55,PDS→DELEVERAGE_1,ARES,RISK_ON,DELEVERAGE_1,2.84
2025-03-19,BUY,AMD,75088.9975,106.23,7976704.45,7976.7,PDS→DELEVERAGE_1,ARES,RISK_ON,DELEVERAGE_1,2.63
2025-03-24,CDF_RESET,NVDA,,,0.0,,Outperformed QQQ by ≥5pp over 15d (THB §7.1),CDF,RISK_ON,DELEVERAGE_1,
2025-03-24,CDF_RESET,ALAB,,,0.0,,Outperformed QQQ by ≥5pp over 15d (THB §7.1),CDF,RISK_ON,DELEVERAGE_1,
2025-03-24,CDF_RESET,VRT,,,0.0,,Outperformed QQQ by ≥5pp over 15d (THB §7.1),CDF,RISK_ON,DELEVERAGE_1,
2025-03-25,CDF_RESET,TSLA,,,0.0,,Outperformed QQQ by ≥5pp over 15d (THB §7.1),CDF,RISK_ON,DELEVERAGE_1,
2025-03-26,SELL,ALAB,120505.9968,66.95,8067876.12,8067.88,KILL_CHAIN beta=5.89,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_2,5.89
2025-03-26,SELL,VRT,87172.3393,81.52,7106222.3,7106.22,KILL_CHAIN beta=5.80,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_2,5.8
2025-03-26,SELL,PLTR,144084.7632,92.28,13296141.78,13296.14,KILL_CHAIN beta=5.63,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_2,5.63
2025-03-26,SELL,MRVL,159712.2754,66.5,10621576.71,10621.58,KILL_CHAIN beta=4.79,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_2,4.79
2025-03-26,SELL,TSLA,72918.6199,272.06,19838239.56,19838.24,KILL_CHAIN beta=4.51,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_2,4.51
2025-03-26,SELL,ARM,70625.7023,114.93,8117011.98,8117.01,KILL_CHAIN beta=4.49,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_2,4.49
2025-03-26,SELL,ANET,133189.8519,81.66,10876283.79,10876.28,KILL_CHAIN beta=4.29,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_2,4.29
2025-03-26,SELL,NVDA,158317.2836,113.73,18005931.3,18005.93,KILL_CHAIN beta=4.14,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_2,4.14
2025-03-26,SELL,MU,102188.1648,91.79,9379901.64,9379.9,KILL_CHAIN beta=4.02,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_2,4.02
2025-03-26,SELL,AVGO,71738.7673,177.83,12757241.64,12757.24,KILL_CHAIN beta=3.67,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_2,3.67
2025-03-26,SELL,ETN,28452.5936,282.04,8024838.35,8024.84,KILL_CHAIN beta=2.83,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_2,2.83
2025-03-26,SELL,AMD,113413.467,110.19,12497030.21,12497.03,KILL_CHAIN beta=2.70,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_2,2.7
2025-04-16,CDF_RESET,AVGO,,,0.0,,Outperformed QQQ by ≥5pp over 15d (THB §7.1),CDF,WATCH,DELEVERAGE_2,
2025-04-16,TRIM,SGOL,,,299302.78,,DSHP APPRECIATION: Appreciation Harvest: 61.69%,DSHP,WATCH,DELEVERAGE_2,
2025-04-23,CDF_RESET,VRT,,,0.0,,Outperformed QQQ by ≥5pp over 15d (THB §7.1),CDF,WATCH,DELEVERAGE_2,
2025-04-24,CDF_RESET,ARM,,,0.0,,Outperformed QQQ by ≥5pp over 15d (THB §7.1),CDF,WATCH,DELEVERAGE_2,
2025-04-25,CDF_RESET,ALAB,,,0.0,,Outperformed QQQ by ≥5pp over 15d (THB §7.1),CDF,WATCH,DELEVERAGE_1,
2025-04-25,CDF_RESET,ETN,,,0.0,,Outperformed QQQ by ≥5pp over 15d (THB §7.1),CDF,WATCH,DELEVERAGE_1,
2025-04-25,BUY,PLTR,83632.6915,112.78,9432094.85,14148.14,PDS→DELEVERAGE_1,ARES,WATCH,DELEVERAGE_1,3.0
2025-04-25,BUY,ALAB,134892.338,66.11,8917732.55,13376.6,PDS→DELEVERAGE_1,ARES,WATCH,DELEVERAGE_1,2.76
2025-04-25,BUY,MRVL,226949.0015,58.76,13335780.94,20003.67,PDS→DELEVERAGE_1,ARES,WATCH,DELEVERAGE_1,2.74
2025-04-25,BUY,VRT,95094.9942,86.84,8258300.7,12387.45,PDS→DELEVERAGE_1,ARES,WATCH,DELEVERAGE_1,2.69
2025-04-25,BUY,TSLA,52470.0006,284.95,14951327.31,22426.99,PDS→DELEVERAGE_1,ARES,WATCH,DELEVERAGE_1,2.66
2025-04-25,BUY,MU,169945.7131,79.59,13525893.11,20288.84,PDS→DELEVERAGE_1,ARES,WATCH,DELEVERAGE_1,2.45
2025-04-25,BUY,ARM,78777.5043,113.34,8928642.05,13392.96,PDS→DELEVERAGE_1,ARES,WATCH,DELEVERAGE_1,2.42
2025-04-25,BUY,AMD,138749.052,96.65,13410096.08,20115.14,PDS→DELEVERAGE_1,ARES,WATCH,DELEVERAGE_1,2.2
2025-04-25,BUY,AVGO,76373.9853,190.76,14569430.81,21854.15,PDS→DELEVERAGE_1,ARES,WATCH,DELEVERAGE_1,2.1
2025-04-25,BUY,NVDA,182787.815,110.98,20286496.57,30429.74,PDS→DELEVERAGE_1,ARES,WATCH,DELEVERAGE_1,2.07
2025-04-25,BUY,ANET,100349.8478,77.91,7818257.01,11727.39,PDS→DELEVERAGE_1,ARES,WATCH,DELEVERAGE_1,1.88
2025-04-25,BUY,ETN,30541.4756,285.3,8713551.58,13070.33,PDS→DELEVERAGE_1,ARES,WATCH,DELEVERAGE_1,1.46
2025-04-28,CDF_RESET,TSLA,,,0.0,,Outperformed QQQ by ≥5pp over 15d (THB §7.1),CDF,WATCH,DELEVERAGE_1,
2025-04-28,CDF_RESET,MU,,,0.0,,Outperformed QQQ by ≥5pp over 15d (THB §7.1),CDF,WATCH,DELEVERAGE_1,
2025-04-28,CDF_RESET,ANET,,,0.0,,Outperformed QQQ by ≥5pp over 15d (THB §7.1),CDF,WATCH,DELEVERAGE_1,
2025-04-28,CDF_RESET,MRVL,,,0.0,,Outperformed QQQ by ≥5pp over 15d (THB §7.1),CDF,WATCH,DELEVERAGE_1,
2025-04-28,BUY,ANET,53488.5558,78.31,4188688.68,6283.03,CDF/target update,MASTER_ENGINE,WATCH,DELEVERAGE_1,1.86
2025-04-30,CDF_RESET,AMD,,,0.0,,Outperformed QQQ by ≥5pp over 15d (THB §7.1),CDF,WATCH,DELEVERAGE_1,
2025-05-01,CDF_RESET,ANET,,,0.0,,Outperformed QQQ by ≥5pp over 15d (THB §7.1),CDF,WATCH,DELEVERAGE_1,
2025-05-02,CDF_RESET,ALAB,,,0.0,,Outperformed QQQ by ≥5pp over 15d (THB §7.1),CDF,WATCH,DELEVERAGE_1,
2025-05-02,CDF_RESET,MU,,,0.0,,Outperformed QQQ by ≥5pp over 15d (THB §7.1),CDF,WATCH,DELEVERAGE_1,
2025-05-02,CDF_RESET,AVGO,,,0.0,,Outperformed QQQ by ≥5pp over 15d (THB §7.1),CDF,WATCH,DELEVERAGE_1,
2025-05-02,CDF_RESET,MRVL,,,0.0,,Outperformed QQQ by ≥5pp over 15d (THB §7.1),CDF,WATCH,DELEVERAGE_1,
2025-05-02,CDF_RESET,ARM,,,0.0,,Outperformed QQQ by ≥5pp over 15d (THB §7.1),CDF,WATCH,DELEVERAGE_1,
2025-05-06,CDF_RESET,AVGO,,,0.0,,Outperformed QQQ by ≥5pp over 15d (THB §7.1),CDF,WATCH,DELEVERAGE_1,
2025-05-08,CDF_RESET,TSLA,,,0.0,,Outperformed QQQ by ≥5pp over 15d (THB §7.1),CDF,WATCH,DELEVERAGE_1,
2025-05-08,CDF_RESET,AMD,,,0.0,,Outperformed QQQ by ≥5pp over 15d (THB §7.1),CDF,WATCH,DELEVERAGE_1,
2025-05-09,CDF_RESET,NVDA,,,0.0,,Outperformed QQQ by ≥5pp over 15d (THB §7.1),CDF,WATCH,DELEVERAGE_1,
2025-05-09,CDF_RESET,MRVL,,,0.0,,Outperformed QQQ by ≥5pp over 15d (THB §7.1),CDF,WATCH,DELEVERAGE_1,
2025-05-09,CDF_RESET,ETN,,,0.0,,Outperformed QQQ by ≥5pp over 15d (THB §7.1),CDF,WATCH,DELEVERAGE_1,
2025-05-14,BUY,BTC,1495.806893,103539.41,154874969.28,154874.97,Monthly rebal crypto=20.0%,MASTER_ENGINE,RISK_ON,WARNING,
2025-05-16,BUY,TSLA,18853.2129,349.98,6598247.66,6598.25,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-05-16,BUY,NVDA,64133.6114,135.37,8681645.32,8681.65,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-05-16,BUY,AMD,46307.6564,117.17,5425868.01,5425.87,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-05-16,BUY,PLTR,53494.0543,129.52,6928550.14,6928.55,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-05-16,BUY,MU,51633.0871,97.77,5047959.54,5047.96,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-05-16,BUY,ANET,57004.6179,96.42,5496385.15,5496.39,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-05-16,BUY,AVGO,34442.144,226.77,7810533.42,7810.53,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-05-16,BUY,MRVL,133480.4811,63.59,8487768.71,8487.77,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-05-16,BUY,ETN,15875.6972,326.19,5178555.73,5178.56,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-05-19,BUY,TSLA,31422.1079,342.09,10749188.79,10749.19,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-05-19,BUY,NVDA,90521.0677,135.54,12269049.49,12269.05,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-05-19,BUY,AMD,71192.0684,114.74,8168577.78,8168.58,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-05-19,BUY,PLTR,65705.9005,126.33,8300626.53,8300.63,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-05-19,BUY,ALAB,75539.5177,90.29,6820085.64,6820.09,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-05-19,BUY,MU,73561.353,98.41,7239499.09,7239.5,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-05-19,BUY,ANET,76174.396,96.7,7366063.86,7366.06,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-05-19,BUY,AVGO,40904.5405,228.78,9357990.94,9357.99,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-05-19,BUY,MRVL,129881.1329,62.39,8103456.22,8103.46,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-05-19,BUY,ARM,77901.3336,132.05,10286871.35,10286.87,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-05-19,BUY,ETN,16750.4494,326.41,5467547.49,5467.55,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-05-19,BUY,VRT,87268.5579,106.27,9273910.84,9273.91,CDF/target update,MASTER_ENGINE,RISK_ON,WARNING,
2025-05-21,SELL,MRVL,251503.8891,59.95,15077138.34,15077.14,KILL_CHAIN beta=2.67,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,2.67
2025-05-21,SELL,ALAB,139998.1622,92.17,12903630.35,12903.63,KILL_CHAIN beta=2.66,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,2.66
2025-05-21,SELL,TSLA,61650.9428,334.62,20629638.17,20629.64,KILL_CHAIN beta=2.61,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,2.61
2025-05-21,SELL,VRT,110847.775,103.48,11470759.0,11470.76,KILL_CHAIN beta=2.56,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,2.56
2025-05-21,SELL,PLTR,122856.7159,120.58,14814063.03,14814.06,KILL_CHAIN beta=2.50,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,2.5
2025-05-21,SELL,MU,162316.6366,95.61,15519278.24,15519.28,KILL_CHAIN beta=2.36,PDS_KILL_CHAIN,RISK_ON,DELEVERAGE_1,2.36
